시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
온천1동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 도안대로589번길 35,대전광역시 유성구 봉명동 451,36.3531145839,127.338973,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
노은1동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 노은동로87번길 89,대전광역시 유성구 노은동 546,36.368262,127.318441,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
노은2동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 송림로19번길 35,대전광역시 유성구 하기동 411-1,36.389473,127.320776,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
신성동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 신성로 55,대전광역시 유성구 하기동 18-6,36.389224,127.347374,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
전민동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 유성대로 1719,대전광역시 유성구 전민동 462-6,36.4000125495,127.400384,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
유성문화원,대전광역시,유성구,30200,대전광역시 유성구 문화원로 46,대전광역시 유성구 궁동 469-1,36.359853,127.340833,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2015-04-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
충남대학교(제1학생회관),대전광역시,유성구,30200,대전광역시 유성구 대학로 99,대전광역시 유성구 궁동 220,36.36836824,127.3420001,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",중형/02+중소형/03,02/4+03/44,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
구즉우체국,대전광역시,유성구,30200,대전광역시 유성구 구즉로58번길 31-11,대전광역시 유성구 송강동 36-1,36.434386,127.386781,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/60+04/30,2017-11-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
목3동주민센터,서울특별시,양천구,11470,서울특별시 양천구 목동중앙남로16나길55,서울특별시 양천구 목동 642-1,37.5447405518,126.8644377415,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/12+04/3,01/30+02/30+03/30+04/30,01/30+02/30+03/30+04/30,01/70+02/50+03/30+04/20,2013-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
목동문화체육센터,서울특별시,양천구,11470,서울특별시 양천구 목동중앙본로 73,서울특별시 양천구 목동 946-1,37.5428068511,126.8690896161,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",중형/02+중소형/03+소형/04,02/5+03/3+04/12,02/30+03/30+04/30,02/30+03/30+04/30,02/50+03/30+04/20,2015-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
신월4동주민센터,서울특별시,양천구,11470,서울특별시 양천구 오목로5길 34,서울특별시 양천구 신월동 425-2,37.5246970658,126.8400793560,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/3+03/12+04/3,01/30+02/30+03/30+04/30,01/30+02/30+03/30+04/30,01/70+02/50+03/30+04/20,2013-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
신월5동주민센터,서울특별시,양천구,11470,서울특별시 양천구 화곡로4길 10,서울특별시 양천구 신월동 52-2,37.5385831209,126.8271734918,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",중형/02+중소형/03+소형/04,02/5+03/3+04/12,02/30+03/30+04/30,02/30+03/30+04/30,02/50+03/30+04/20,2014-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
신월문화체육센터,서울특별시,양천구,11470,서울특별시 양천구 지양로47,서울특별시 양천구 신월동 987,37.5204475588,126.8345681526,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",중형/02+중소형/03+소형/04,02/1+03/7+04/12,02/30+03/30+04/30,02/30+03/30+04/30,02/50+03/30+04/20,2014-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
신정4동주민센터,서울특별시,양천구,11470,서울특별시 양천구 오목로 34길 5,서울특별시 양천구 신정동 949-5,37.5245587349,126.8558042457,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",중형/02+소형/04,02/5+03/11,02/30+03/30,02/30+03/30,02/50+03/30,2016-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
신월3동주민센터,서울특별시,양천구,11470,서울특별시 양천구 남부순환로 54길 5,서울특별시 양천구 신월동 167-5,37.5336303998,126.8290811520,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",중형/02+소형/04,02/5+03/11,02/30+03/30,02/30+03/30,02/50+03/30,2016-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
목동실버복지문화센터,서울특별시,양천구,11470,서울특별시 양천구 목동중앙로 3길 21,서울특별시 양천구 목동 765-1,37.5364640128,126.8692681588,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",중형/02+소형/04,02/5+03/11,02/30+03/30,02/30+03/30,02/50+03/30,2016-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
양천나눔누리센터,서울특별시,양천구,11470,서울특별시 양천구 중앙로250,서울특별시 양천구 신정동 1032-12,37.5189015169,126.8537473346,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",대형/01+중형/02+중소형/03+소형/04,01/1+02/5+03/1+04/6,01/30+02/30+03/30+04/30,01/30+02/30+03/30+04/30,01/70+02/50+03/30+04/20,2017-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
목동보건지소,서울특별시,양천구,11470,서울특별시 양천구 목동중앙본로 7가길 11,서울특별시 양천구 목동 717-22,37.5400870707,126.8669716762,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,2,"물품배송시 휴대폰 문자로 전송되는 택배보관함 번호,인증번호를 확인하여, 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품수령",대형/01+중형/02+중소형/03,01/1+02/6+03/6,01/30+02/30+03/30,01/30+02/30+03/30,01/70+02/50+03/30,2018-01-01,1899-4711,(주)새누,1899-4711,2020-01-28,3140000,서울특별시 양천구
원당지구 제4호공원,인천광역시,서구,35600,인천광역시 서구 고산후로161번안길 14(원당동),인천광역시 서구 원당동 805-4,37.5993968,126.6979700,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2019-07-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
경서동 쑥공원,인천광역시,서구,35600,인천광역시 서구 경서로45번길 4(경서로 53 쑥공원),,37.5562260,126.6534115,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2019-07-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
검단2지구2호어린이공원,인천광역시,서구,35600,인천광역시 서구 완정로45번길 3-2,인천광역시 서구 마전동 1023,37.59558221,126.6693523,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2018-03-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
천마산거북이마을커뮤니티센터,인천광역시,서구,35600,인천광역시 서구 길주로142번길 52,인천광역시 서구 석남동 561-3,37.501471,126.6773004,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2018-03-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
가좌1동 행정복지센터,인천광역시,서구,35600,인천광역시 서구 가정로112번길 10,인천광역시 서구 가좌동 145-19,37.4943353,126.6725139,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/4+02/6+04/13,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2018-03-01,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
석남1동 행정복지센터,인천광역시,서구,35600,인천광역시 서구 가정로294번길 17,인천광역시 서구 석남동 465-3,37.5111455,126.6747555,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2017-09-15,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
간촌어린이공원,인천광역시,서구,35600,인천광역시 서구 간촌로 13,인천광역시 서구 연희동 707,37.54923549,126.6785831,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2017-09-15,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
검암경서동 행정복지센터,인천광역시,서구,35600,인천광역시 서구 승학로 480,인천광역시 서구 검암동 606-8,37.5643752,126.6735889,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/3+02/10+04/12,01/60+02/60+04/60,01/50+02/50+04/50,01/60+02/30+04/15,2016-06-13,1688-7125,인천광역시 서구 가정보육과,032-560-5733,2019-09-01,AAAAAAA,공공데이터활용지원센터
계양2동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 장제로 853(임학동),인천광역시 계양구 임학동 69-23,37.5437392,126.7370186,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/5+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-04-12,042-331-5136,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터
작전서운동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 효서로 361(작전동),인천광역시 계양구 작전동 918-2,37.5280803,126.7364195,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/5+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-04-12,042-331-5136,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터
계양3동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 양지로 31(동양동),인천광역시 계양구 동양동 607-2,37.5615784,126.7549009,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2018-03-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터
계양여성회관,인천광역시,계양구,35500,인천광역시 계양구 봉오대로 628번길 10(효성동),인천광역시 계양구 효성동 293-7,37.5292214,126.7180643,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2017-09-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터
작전2동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 봉오대로677번길 23(작전동),인천광역시 계양구 작전동 854-11,37.5328694,126.723866,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2017-06-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터
계산2동 행정복지센터,인천광역시,계양구,35500,인천광역시 계양구 주부토로 559(계산동),인천광역시 계양구 계산동 920,37.5441616,126.7280199,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2017-06-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터
효성체육문화센터,인천광역시,계양구,35500,인천광역시 계양구 마장로544번길 13(효성동),인천광역시 계양구 효성동 495-4,37.5268992,126.7068021,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,02,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,02/6+04/12,02/60+04/60,02/50+04/50,02/45+04/22.5,2016-06-01,1899-4711,인천광역시 계양구 여성보육과,032-450-5126,2019-09-01,AAAAAAA,공공데이터활용지원센터
진잠동행정복지센터,대전광역시,유성구,30200,대전광역시 유성구 원내로 5,대전광역시 유성구 원내동 213-4,36.2995231973,127.3166274729,00:00,00:00,00:00,00:00,00:00,00:00,48,24,1000,1,"메뉴선택(물품/택배 보관, 물품/택배 찾기),본인인증(수령인인증), 이용",대형/01+중형/02+중소형/03,01/1+02/3+03/13,01/60+02/60+03/60,01/50+02/50+03/50,01/90+02/60+03/30,2016-07-01,042-000-0000,대전광역시 유성구,042-611-2214,2020-01-01,3670000,대전광역시 유성구
부개1동행정복지센터,인천광역시,부평구,35400,인천광역시 부평구 동수로162번길 11,,37.4848161,126.7371248,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터
청천2동행정복지센터,인천광역시,부평구,35400,인천광역시 부평구 마장로410번길 5,,37.5148352,126.7046417,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터
부평구보건소 별관,인천광역시,부평구,35400,인천광역시 부평구 부흥로 287,,37.4988926,126.7237704,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터
부개2동행정복지센터,인천광역시,부평구,35400,인천광역시 부평구 동수천로 104,,37.4947778,126.7371188,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 택배보관함번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2016-06-01,1600-5136,인천광역시 부평구 여성가족과,032-509-3973,2019-09-01,AAAAAAA,공공데이터활용지원센터
남동구도시관리공단,인천광역시,남동구,35300,인천광역시 남동구 만수로19번길 10,인천광역시 남동구 만수동 869-14,37.4591648,126.7310775,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-01-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터
간석1동행정복지센터,인천광역시,남동구,35300,인천광역시 남동구 구월로137번길 39(간석동),인천광역시 남동구 간석동 353-4,37.4585704,126.7052772,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2019-01-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터
만수3동행정복지센터,인천광역시,남동구,35300,인천광역시 남동구 서판로 11,인천광역시 남동구 만수동 847-1,37.4619204,126.7229941,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터
만수5동행정복지센터,인천광역시,남동구,35300,인천광역시 남동구 만경로28번길 3,인천광역시 남동구 만수동 876,37.4577629,126.727742,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2016-06-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터
도림어울림센터,인천광역시,남동구,35300,"인천광역시 남동구 도림로 46, 19블럭(도림동)",인천광역시 남동구 도림동 669-18,37.4178752,126.7266717,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",대형/01+중형/02+소형/04,01/1+02/5+04/15,01/60+02/60+04/60,01/50+02/50+04/50,01/67.5+02/45+04/22.5,2017-06-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터
구월4동행정복지센터,인천광역시,남동구,35300,인천광역시 남동구 구월말로 7,인천광역시 남동구 구월동 1296-6,37.4495932,126.7240559,00:00,23:59,00:00,23:59,00:00,23:59,48,24,1000,01,"배송지를 택배함 주소로 지정한 경우, 물품 배송시 휴대폰 문자로 전송되는 택배보관함 번호, 인증번호를 확인하여 해당보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어  물품 수령",중형/02+소형/04,02/2+04/8,02/60+04/60,02/50+04/50,02/45+04/22.5,2018-04-01,1899-4711,인천광역시 남동구 가정복지과,032-453-5863,2019-09-01,AAAAAAA,공공데이터활용지원센터
