점포명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,여성안심지킴이집전화번호,관할경찰서명,지정년도,운영여부,데이터기준일자,제공기관코드,제공기관명
GS25 갈현파크,서울특별시,은평구,11380,서울특별시 은평구 갈현로25길 14 갈현파크빌,,37.6175245200,126.9135854000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
CU합성터미널점,경상남도,창원시,48127,경상남도 창원시 마산회원구 3·15대로 780,,35.2409794,128.5848948,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 불광힐스테이트,서울특별시,은평구,11380,서울특별시 은평구 통일로 796 북한산 힐스테이트 7차,,37.6163383300,126.9257566000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
GS25 은평진관,서울특별시,은평구,11380,서울특별시 은평구 진관4로 37 101호,,37.6444711900,126.9250688000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
미니스톱 연신내동명점,서울특별시,은평구,11380,서울특별시 은평구 연서로28길 20-1 1층,,37.6170411700,126.9218046000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
세븐일레븐 불광중앙점,서울특별시,은평구,11380,서울특별시 은평구 통일로78길 12-4,,37.6179430700,126.9238758000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
세븐일레븐 연신내점,서울특별시,은평구,11380,서울특별시 은평구 통일로 822,,37.6173154500,126.9232279000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
세븐일레븐 응암중앙점 B,서울특별시,은평구,11380,서울특별시 은평구 가좌로7길 6 청춘빌딩,,37.5870396400,126.9201423000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
세븐일레븐 연신내행복점,서울특별시,은평구,11380,서울특별시 은평구 통일로80길 9,,37.6200851200,126.9216361000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
세븐일레븐 구산연서로점,서울특별시,은평구,11380,서울특별시 은평구 연서로9길 14,,37.6075949300,126.9135598000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
세븐일레븐 응암제일점,서울특별시,은평구,11380,서울특별시 은평구 가좌로10길 29,,37.5935601800,126.9168663000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
세븐일레븐 신사행운점,서울특별시,은평구,11380,서울특별시 은평구 신사동 12-15,,37.5995260000,126.9074300000,120,은평경찰서,2014,Y,2019-09-30,3110000,서울특별시 은평구
씨유 강화병원점,인천광역시,강화군,35700,인천광역시 강화군 강화읍 강화대로 310,인천광역시 강화군 강화읍 갑곳리339-2번지,37.7417064043,126.4954658333,032-934-6042,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
씨유 강화신문점,인천광역시,강화군,35700,인천광역시 강화군 강화읍 청하동길 4,인천광역시 강화군 강화읍 신문리 712,37.7474116577,126.4822562117,032-932-6252,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
씨유 강화중앙점,인천광역시,강화군,35700,인천광역시 강화군 강화읍 강화대로 395,인천광역시 강화군 강화읍 신문리685-3번지,37.7453918551,126.4868223302,032-934-7707,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
씨유강화온수점,인천광역시,강화군,35700,인천광역시 강화군 길상면 온수길 23,인천광역시 강화군 길상면 온수리544-17번지,37.639032,126.491838,032-937-0588,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
씨유강화외포리점,인천광역시,강화군,35700,인천광역시 강화군 내가면 중앙로 1303,인천광역시 강화군 내가면 외포리538-10번지,37.7018385347,126.3801467089,032-394-5673,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
씨유강화동막점,인천광역시,강화군,35700,인천광역시 강화군 화도면 해안남로 1504,인천광역시 강화군 화도면 동막리61-20번지 1층,37.5938147799,126.4559477030,032-937-1326,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
씨유강화해안로점,인천광역시,강화군,35700,인천광역시 강화군 화도면 해안남로 2394,인천광역시 강화군 화도면 장화리695-1번지,37.617304,126.3832730177,032-937-4705,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 석모해안로,인천광역시,강화군,35700,인천광역시 강화군 삼산면 삼산남로 620,인천광역시 강화군 삼산면 매음리 582-7,37.6745749528,126.3350780352,032-933-9724,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 석모민머루,인천광역시,강화군,35700,인천광역시 강화군 삼산면 어류정길212번길 7-11,인천광역시 강화군 삼산면 매음리 873-1,37.6519425564,126.3344141446,032-932-1330,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화길상,인천광역시,강화군,35700,"인천광역시 강화군 길상면 길상로 315, 1층",인천광역시 강화군 길상면 온수리 551-41,37.6390487535,126.4926304764,070-4401-3352,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화마니산,인천광역시,강화군,35700,"인천광역시 강화군 화도면 마니산로675번길 5, 1층","인천광역시 강화군 화도면 상방리 360-3, 1층",37.6335200495,126.4235156380,032-937-7883,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화서문,인천광역시,강화군,35700,인천광역시 강화군 강화읍 강화대로 500,인천광역시 강화군 강화읍 국화리 188-7,37.7482258453,126.4764819731,032-932-8433,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화동문안,인천광역시,강화군,35700,"인천광역시 강화군 강화읍 동문안길 6, 1호","인천광역시 강화군 강화읍 관청리 490-4, 1호",37.7470114980,126.4855176648,032-934-6673,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화타운,인천광역시,강화군,35700,"인천광역시 강화군 강화읍 향나무길22번길 17-1, 101호","인천광역시 강화군 강화읍 신문리 625-6, 101호",37.7460625643,126.4778859845,032-934-0206,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화나들길,인천광역시,강화군,35700,인천광역시 강화군 선원면 해안동로 816,인천광역시 강화군 선원면 연리 56-11,37.6908051068,126.519578,032-937-8250,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화한옥,인천광역시,강화군,35700,인천광역시 강화군 길상면 해안남로 666 (독채펜션),"인천광역시 강화군 길상면 선두리 967-16, 독채펜션",37.6016627918,126.4911994417,032-933-0114,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화베리,인천광역시,강화군,35700,인천광역시 강화군 양도면 중앙로 762,인천광역시 강화군 양도면 인산리 1-1,37.7006755110,126.4348568073,032-937-6989,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
GS25 강화동막,인천광역시,강화군,35700,"인천광역시 강화군 화도면 해안남로 1480, 1층","인천광역시 강화군 화도면 동막리 13-5, 1층",37.5929759870,126.4584991942,032-937-4487,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
미니스톱 강화찬우물점,인천광역시,강화군,35700,인천광역시 강화군 선원면 중앙로 266,인천광역시 강화군 선원면 창리 626-10,37.723758,126.4803523332,032-1577-9621,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 장정리점,인천광역시,강화군,35700,인천광역시 강화군 하점면 강화대로 1104,인천광역시 강화군 하점면 장정리 679-5,37.772960,126.4239737172,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 송해점,인천광역시,강화군,35700,인천광역시 강화군 송해면 강화대로 678,인천광역시 강화군 송해면 하도리 341-2,37.7610390354,126.4663868721,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 부근리점,인천광역시,강화군,35700,인천광역시 강화군 하점면 강화대로 913,인천광역시 강화군 하점면 부근리 173-3,37.7692309184,126.4438692063,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 길직리점,인천광역시,강화군,35700,인천광역시 강화군 길상면 강화동로 135,인천광역시 강화군 길상면 길직리1050-1,37.6511924471,126.4922940371,032-937-4353,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 신봉리점,인천광역시,강화군,35700,인천광역시 강화군 하점면 강화서로 1037,인천광역시 강화군 하점면 신봉리 16-2,37.781850,126.3986228158,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 내가점,인천광역시,강화군,35700,인천광역시 강화군 내가면 강화서로 202,인천광역시 강화군 내가면 고천리 1134-5,37.714969,126.391970,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 고려점,인천광역시,강화군,35700,인천광역시 강화군 강화읍 북문길 15,인천광역시 강화군 강화읍 관청리 610,37.748493,126.484713,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 양도뉴베리점,인천광역시,강화군,35700,인천광역시 강화군 양도면 강화남로 665,인천광역시 강화군 양도면 능내리153-2,37.6598274658,126.424023,032-937-4581,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 강화으뜸점,인천광역시,강화군,35700,인천광역시 강화군 화도면 해안남로 1136,인천광역시 강화군 화도면 사기리 216,37.6146824290,126.455348,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 분오리점,인천광역시,강화군,35700,인천광역시 강화군 화도면 해안남로 1361,인천광역시 강화군 화도면 사기리 485-1,37.5968303818,126.4620449502,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 장화리점,인천광역시,강화군,35700,인천광역시 강화군 화도면 해안남로 2538,인천광역시 강화군 화도면 장화리 194,37.629250,126.377372,032-000-0000,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
세븐일레븐 해안도로점,인천광역시,강화군,35700,인천광역시 강화군 양도면 해안서로 508,인천광역시 강화군 양도면 건평리 751-1,37.677345,126.402299,032-937-7855,강화경찰서,2018,Y,2019-09-20,3570000,인천광역시 강화군
CU 삼일오점,경상남도,창원시,48125,경상남도 창원시 마산합포구 3·15대로 252,,35.2006302,128.5676822,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 마크리움점,경상남도,창원시,48125,경상남도 창원시 마산합포구 3·15대로 9,,35.18129854,128.5582494,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 마산가포부영점,경상남도,창원시,48125,경상남도 창원시 마산합포구 가포로 154-11,,35.16828937,128.5601172,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 마산하이점,경상남도,창원시,48125,경상남도 창원시 마산합포구 고운로 133,,35.19358042,128.5613472,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 성지점,경상남도,창원시,48125,경상남도 창원시 마산합포구 고운로 175,,35.1973464,128.5618808,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 마산자이점,경상남도,창원시,48125,경상남도 창원시 마산합포구 노산서18길 19,,35.2150175659,128.5695503473,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창동상상길점,경상남도,창원시,48125,경상남도 창원시 마산합포구 동서북10길 57,,35.2060135,128.5747595,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 마산창포점,경상남도,창원시,48125,경상남도 창원시 마산합포구 문화동14길 46,,35.1821362,128.5613828511,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 마산두월점,경상남도,창원시,48125,경상남도 창원시 마산합포구 문화북1길 17,,35.1882253,128.5615787531,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 마산제일대박점,경상남도,창원시,48125,경상남도 창원시 마산합포구 문화북2길 2,,35.1878733,128.5575889489,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 마산오동2호점,경상남도,창원시,48125,경상남도 창원시 마산합포구 문화의길 16,,35.2070689,128.5793205,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 마산북성로점,경상남도,창원시,48125,경상남도 창원시 마산합포구 북성로 70,,35.2134232,128.5714177139,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25산호남점,경상남도,창원시,48125,경상남도 창원시 마산합포구 산호남8길 120,,35.2160836,128.5836932887,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU산호제일점,경상남도,창원시,48125,경상남도 창원시 마산합포구 산호북21길15,,35.2204535,128.5857946528,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 오동점,경상남도,창원시,48125,경상남도 창원시 마산합포구 아구찜길 34,,35.2070537,128.5785439,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 중성점,경상남도,창원시,48125,경상남도 창원시 마산합포구 오동서1길 2,,35.2070997,128.5763158,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU산호프렌즈,경상남도,창원시,48125,경상남도 창원시 마산합포구 용마로 55,,35.2187249,128.5806939,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 SK뷰후문점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영남18길 68,,35.1768305,128.5606264,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 마산월영동아점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영남로 43,,35.1751721,128.5593926497,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 월영마을점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영남로 8,,35.1781729,128.5581453109,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 마산남부점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영동2길 15,,35.179612,128.5593247,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 마산해운점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영동로 11,,35.1796356,128.5631829,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
미니스톱 마산대내점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영북15길 20,,35.1818642,128.5586352,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 경남대점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영북16길 5,,35.1804091,128.5570953950,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
이마트24 경남대원룸점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영북9길 42,,35.1827367236,128.5543886,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 경남대사랑점,경상남도,창원시,48125,경상남도 창원시 마산합포구 월영북로 21,,35.1821022,128.5562752,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 자산점,경상남도,창원시,48125,경상남도 창원시 마산합포구 자산남4길 1,,35.2027292,128.5660516,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 신흥점,경상남도,창원시,48125,경상남도 창원시 마산합포구 중앙남4길 61,,35.1944008745,128.5650913946,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 합포구청점,경상남도,창원시,48125,경상남도 창원시 마산합포구 중앙북1길 19,,35.1977956,128.5687606,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 오동프리존점,경상남도,창원시,48125,경상남도 창원시 마산합포구 합포로 102,,35.2075866,128.5813384,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 리베라점,경상남도,창원시,48125,경상남도 창원시 마산합포구 해안대로 311,,35.2004798,128.5749303,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
미니스톱 마산해안로점,경상남도,창원시,48125,경상남도 창원시 마산합포구 해안대로 58,,35.1812869,128.5647468,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 현동점,경상남도,창원시,48125,경상남도 창원시 마산합포구 현동7길 38,,35.15080616,128.553871,,마산중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS산호베스티움,경상남도,창원시,48125,경상남도 창원시 마산합포구 회원천북길 491,,35.20923337,128.5818782,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
이마트24시 마산회원점,경상남도,창원시,48127,경상남도 창원시 마산회원구 3·15대로 477,,35.217018,128.5751359,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS마산합성 금강점,경상남도,창원시,48127,경상남도 창원시 마산회원구 금강로 22-2,,35.2384818,128.5803568,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 호계점,경상남도,창원시,48127,경상남도 창원시 마산회원구 내서읍 광려천북로 202,,35.2676529,128.5239019,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU삼계미래점,경상남도,창원시,48127,경상남도 창원시 마산회원구 내서읍 삼풍로 53,,35.2306603,128.5017598308,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25시 마산청아점,경상남도,창원시,48127,경상남도 창원시 마산회원구 내서읍 중리2길 5,,35.2477858,128.5089472,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 마산회원점,경상남도,창원시,48127,경상남도 창원시 마산회원구 무학로 573-1,,35.2190842,128.560875,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU봉암 단비점,경상남도,창원시,48127,경상남도 창원시 마산회원구 봉암공단로 42,,35.2148371518,128.6001242810,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU상곡주공점,경상남도,창원시,48127,경상남도 창원시 마산회원구 상곡로 67,,35.2441891,128.5002915,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐,경상남도,창원시,48127,경상남도 창원시 마산회원구 석전동15길 45,,35.2371094,128.5800767,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
24시 프리코너,경상남도,창원시,48127,경상남도 창원시 마산회원구 석전동로 1,,35.2311849,128.5763906223,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU양덕대로점,경상남도,창원시,48127,경상남도 창원시 마산회원구 양덕로 149,,35.2315772,128.5832962175,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU중리공단점,경상남도,창원시,48127,경상남도 창원시 마산회원구 중리공단로 105,,35.2407473,128.5092229,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU중리비젼점,경상남도,창원시,48127,경상남도 창원시 마산회원구 함마대로 2775,,35.2508539,128.5160376,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU마산합성점,경상남도,창원시,48127,경상남도 창원시 마산회원구 합성동7길 48,,35.2422379,128.5902548,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS합성중앙점,경상남도,창원시,48127,경상남도 창원시 마산회원구 합성옛길 126,,35.237328,128.5831821,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
미니스톱 마산양덕점,경상남도,창원시,48127,경상남도 창원시 마산회원구 합성옛길 41,,35.2339066718,128.5826401,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 내서호원로점,경상남도,창원시,48127,경상남도 창원시 마산회원구 호원로 174-1,,35.2497246,128.5229324,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU중리사거리점,경상남도,창원시,48127,경상남도 창원시 마산회원구 호원로 228-25,,35.2536589,128.5218644,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS마산회성점,경상남도,창원시,48127,경상남도 창원시 마산회원구 회성남10길 2,,35.2336467,128.5587668,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
이마트24시 마산회원동로점,경상남도,창원시,48127,경상남도 창원시 마산회원구 회원동12길 3,,35.2187192,128.5737605,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 마산회원중앙점,경상남도,창원시,48127,경상남도 창원시 마산회원구 회원동서로 10,,35.2185029,128.5720257,,마산동부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU창원성산대영점,경상남도,창원시,48123,경상남도 창원시 성산구 가양로136번길 2,,35.20937484,128.7078268,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원터줏골점,경상남도,창원시,48123,경상남도 창원시 성산구 가음로101번길 6-24,,35.2036227,128.7049634,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU창원남양광천점,경상남도,창원시,48123,경상남도 창원시 성산구 가음로15번길 38,,35.21262033,128.7016048,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 창원가음한림점,경상남도,창원시,48123,경상남도 창원시 성산구 가음정로43번길 1,,35.20941847,128.6887871,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 스카이웰빙점,경상남도,창원시,48123,경상남도 창원시 성산구 동산로 122,,35.21899522,128.6909535,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 상남모아점,경상남도,창원시,48123,경상남도 창원시 성산구 마디미로43번길 10,,35.2201365271,128.6840759466,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25창원반딧불점,경상남도,창원시,48123,경상남도 창원시 성산구 반지로 29,,35.2412603,128.6608198,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원귀곡등대점,경상남도,창원시,48123,경상남도 창원시 성산구 삼귀로 197,,35.168886,128.6001849,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 사파대동점,경상남도,창원시,48123,경상남도 창원시 성산구 신사로 117,,35.2212882,128.6965954,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원양곡점,경상남도,창원시,48123,경상남도 창원시 성산구 신촌로 132,,35.19786456,128.6288207,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 창원내동점,경상남도,창원시,48123,경상남도 창원시 성산구 연덕로184번길 19,,35.21778738,128.6686308,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25창원용지사거리점,경상남도,창원시,48123,경상남도 창원시 성산구 외동 반림로 142,,35.2313339,128.6729448,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 창원반림현대점,경상남도,창원시,48123,경상남도 창원시 성산구 외동 반림로 217,,35.23702143,128.677351,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 창원중앙4호점,경상남도,창원시,48123,경상남도 창원시 성산구 외동 반림로130번길 46,,35.2278406,128.6762468,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 상남플라워점,경상남도,창원시,48123,경상남도 창원시 성산구 원이대로 652,,35.2245084,128.684692,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원광장점,경상남도,창원시,48123,경상남도 창원시 성산구 원이대로 656,,35.2242425,128.6851665,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25반림제일점,경상남도,창원시,48123,경상남도 창원시 성산구 원이대로473번길 20-23,,35.2350336,128.6714318,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원용지점,경상남도,창원시,48123,경상남도 창원시 성산구 원이대로580번길 3,,35.2279518,128.6782811,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 월림공단점,경상남도,창원시,48123,경상남도 창원시 성산구 월림로65번길 6-7,,35.2079374,128.6409573,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원서광점,경상남도,창원시,48123,경상남도 창원시 성산구 중앙대로 49,,35.2201505,128.6759468,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원기산점,경상남도,창원시,48123,경상남도 창원시 성산구 중앙대로 95,,35.2236304,128.6789383,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
E마트 사파법원점,경상남도,창원시,48123,경상남도 창원시 성산구 창이대로707번길 2,,35.2216214,128.7013491,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐(소계점),경상남도,창원시,48121,경상남도 창원시 의창구 금강로379번길 19,,35.2597032912,128.6012822,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
e마트24 중동점,경상남도,창원시,48121,경상남도 창원시 의창구 남산로113번길 9,,35.25478793,128.6208968,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원대산글로벌점,경상남도,창원시,48121,경상남도 창원시 의창구 대산면 가술산단남로 41,,35.33211867,128.7017485,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 창원조은점,경상남도,창원시,48121,경상남도 창원시 의창구 대산면 진산대로 412,,35.3363359,128.7093519520,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 도계학원점,경상남도,창원시,48121,경상남도 창원시 의창구 도계로 29-1,,35.2609235,128.6353999548,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 도계중앙점,경상남도,창원시,48121,경상남도 창원시 의창구 도계로 71,,35.2583549,128.6387692,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU 도계점,경상남도,창원시,48121,경상남도 창원시 의창구 도계로18번길 28,,35.258087,128.6358944,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25시 명서드림점,경상남도,창원시,48121,경상남도 창원시 의창구 명지로103번길 2,,35.2480145,128.6491721,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 창원감계아내점,경상남도,창원시,48121,경상남도 창원시 의창구 북면 감계로 128-10,,35.2966734,128.5906973054,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 감계힐스4차점,경상남도,창원시,48121,"경상남도 창원시 의창구 북면 감계로 233, 상가동 304호",,35.30268595,128.5828071,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
세븐일레븐 창원감계휴먼빌점,경상남도,창원시,48121,"경상남도 창원시 의창구 북면 감계로 297, 상가동 1층 102호",,35.3043486587,128.5953592431,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 북면감계점,경상남도,창원시,48121,"경상남도 창원시 의창구 북면 동전로 63, 현대힐프라자 101호",,35.30188019,128.5955658,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 북면힐스테이트점,경상남도,창원시,48121,"경상남도 창원시 의창구 북면 동전로 86, 105호",,35.30389373,128.5975974,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 북면대호점,경상남도,창원시,48121,경상남도 창원시 의창구 북면 천주로 1047,,35.3450628,128.6056496,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 북면신촌점,경상남도,창원시,48121,경상남도 창원시 의창구 북면 천주로 1108,,35.34951756,128.6073394,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 북면드림점,경상남도,창원시,48121,경상남도 창원시 의창구 북면 천주로 1161,,35.3538542,128.6091266,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
GS25 북면온천점,경상남도,창원시,48121,경상남도 창원시 의창구 북면 천주로1170번길 25,,35.3535258,128.612382,,창원서부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
CU창원사림원룸점,경상남도,창원시,48121,경상남도 창원시 의창구 사림로4번길 2,,35.2449138,128.6743656,,창원중부경찰서,,Y,2019-09-24,5670000,경상남도 창원시
